id,review_text,source,product_category,rating,label,clean_text,label_encoded
32,"You are getting this product in cheaper price so, don't expect higher features, Price is average and product also average. Anyway you can buy it for kaamchalau , & Packaging was perfect as well as the time of delivery was also awesome. overall Average.",daraz.com.np,Electronics,3.0,delivery,getting product cheaper price don expect higher features price average product also average anyway can buy kaamchalau packaging perfect well time delivery also awesome overall average,1
33,suruma open Garda right earbud le Kam nai gareko thiyena pheri garyo aba herum kasto hunchha 6 month warranty chha,daraz.com.np,Electronics,3.0,customer_service,suruma open garda right earbud kam nai thiyena pheri aba herum kasto hunchha month warranty,0
34,I think the worst purchase I ever made in daraz. there is crackling sounds and it keeps disconnecting by itself randomly in like every 5 mins. I tried to reach out to them but they are not even responding,daraz.com.np,Electronics,1.0,customer_service,think worst purchase ever made daraz crackling sounds keeps disconnecting randomly like every mins tried reach not even responding,0
35,this bluetooth was not connected with mobile and not bling the light dual side earbirds i want to refund otherwise you have to exchange this thank you,daraz.com.np,Electronics,1.0,customer_service,bluetooth not connected mobile not bling light dual side earbirds want refund otherwise exchange thank,0
36,Name nii dekhaudaina ta connect ta tadai k garne aba,daraz.com.np,Electronics,1.0,customer_service,name nii dekhaudaina connect tadai aba,0
37,warranty card banayai ko xaena purchase date pani lekhai ko xaen.,daraz.com.np,Electronics,2.0,customer_service,warranty card banayai xaena purchase date lekhai xaen,0
38,Seeing review I purchased this product Tara battery full charge garera rakhda ni automatically drain huni ani 30% bata direct 20 %. So I do really want to return this .,daraz.com.np,Electronics,1.0,customer_service,seeing review purchased product battery full charge rakhda automatically drain huni direct really want return,0
39,this is good but I guess you should buy according to your ear size because it causes problems in long term pain. and don't even how it's warranty work's,daraz.com.np,Electronics,2.0,customer_service,good guess should buy according ear size causes problems long term pain don even warranty work,0
40,"Maile yo buds kineko 1 mahina mai esko connectivity issue ayo, without any physical damage. Ani maile Greenlife ko customer service ma message gare tesma ni ekdum late response ayo ani seller le 6 months warranty vanya xa but buds ma aauna sakne mostly problem haru warranty ma jo pardaina raixa. Na buds ko cover nai available xa. Sab sell garna ko lagi marketing gimmick raixa",daraz.com.np,Electronics,1.0,customer_service,maile buds kineko mahina mai esko connectivity issue without physical damage maile greenlife customer service message gare tesma ekdum late response seller months warranty vanya buds aauna sakne mostly problem haru warranty jo pardaina raixa buds cover nai available sab sell garna marketing gimmick raixa,0
41,mero euta buds bigreko ayo exchange garnu paro????????????,daraz.com.np,Electronics,2.0,customer_service,mero euta buds bigreko exchange garnu paro,0
42,left side ko ma sound nai ayena k garnu parxa? Return gardinxu ma ta,daraz.com.np,Electronics,2.0,customer_service,left side sound nai ayena garnu parxa return gardinxu,0
43,ear bud is not charging ...how do i return it,daraz.com.np,Electronics,2.0,customer_service,ear bud not charging return,0
44,last slow delivery from seller to pickpoint.,daraz.com.np,Electronics,1.0,delivery,last slow delivery seller pickpoint,1
45,"defect parexa Mero, yo light off nei hunna, always on k always. off garna ni milni Haina refund chaiyo ki arko leraidinu. yo light off na vayera charge ni kati xito sakinxa.",daraz.com.np,Electronics,2.0,customer_service,defect parexa mero light nei hunna always always garna milni haina refund chaiyo ki arko leraidinu light vayera charge kati xito sakinxa,0
46,sir only 1 earbud is working i have charged but also not working plzzz exchange,daraz.com.np,Electronics,1.0,customer_service,sir earbud working charged also not working plzzz exchange,0
47,euta earbuds ta chaldaina chalena bigreko pathaunu vako raixa ahile samma yesto saman pareko theana daraz bata magauda first time bigreko parexa . I want to exchange this,daraz.com.np,Electronics,1.0,customer_service,euta earbuds chaldaina chalena bigreko pathaunu vako raixa ahile samma yesto saman pareko theana daraz magauda first time bigreko parexa want exchange,0
48,yesto koryeko use garyeko pathako first ko left side ko chalyena Ani refund gardinu vanyeko Lina aauney Manche aayena pachi time sakkyo vanyera yesto pathako ??,daraz.com.np,Electronics,1.0,customer_service,yesto koryeko use garyeko pathako first left side chalyena refund gardinu vanyeko lina aauney manche aayena pachi time sakkyo vanyera yesto pathako,0
49,"sir mero charge garda euta matra batti balcha arko baldaina, right side ma matra sound aaucha",daraz.com.np,Electronics,1.0,product_feedback,sir mero charge garda euta matra batti balcha arko baldaina right side matra sound aaucha,2
50,I got it but only one is working how can I change it ?,daraz.com.np,Electronics,1.0,customer_service,got one working can change,0
51,it's hurting my ears after using it for more than 20 minutes after 2 weeks of buying it..please improve the silicon buds ??,daraz.com.np,Electronics,2.0,product_feedback,hurting ears using more than minutes weeks buying please improve silicon buds,2
52,Product was working fine and from today I can hear white noise from right bud. No drop no damage I dont know why but I am very disappointed with it. I want replacement of this please.,daraz.com.np,Electronics,1.0,customer_service,product working fine today can hear white noise right bud no drop no damage don know very disappointed want replacement please,0
53,I order in brown and white but got same two black,daraz.com.np,Electronics,1.0,delivery,order brown white got same two black,1
54,literally one of the earpods stopped working after 2 weeks. worst experience plus never buying again from daraz . UNINSTALLED.,daraz.com.np,Electronics,1.0,product_feedback,literally one earpods stopped working weeks worst experience plus never buying again daraz uninstalled,2
55,"the product is good. i like its design, and i also like its comfort and sound, but it is not charging well it doesn't take charge",daraz.com.np,Electronics,2.0,product_feedback,product good like design also like comfort sound not charging well doesn take charge,2
56,order gare jastai saman chha Ani sound quality pañi ekdam ramro chha thanks daraz.,daraz.com.np,Electronics,1.0,product_feedback,order gare jastai saman sound quality pa ekdam ramro thanks daraz,2
57,Pailo kura right side ko connect huna ekdam time linxa 2nd kura charge nai hunna connect issues xa worst product dont buy this!!,daraz.com.np,Electronics,1.0,product_feedback,pailo kura right side connect huna ekdam time linxa 2nd kura charge nai hunna connect issues worst product dont buy,2
58,charge nai tikdainw xya kasto na ramro ho kosai lw nw kinnu hola maile yea sujav dinxu??,daraz.com.np,Electronics,1.0,product_feedback,charge nai tikdainw xya kasto ramro kosai lw nw kinnu hola maile yea sujav dinxu,2
59,charge nai vako xaina. i want to exchange,daraz.com.np,Electronics,1.0,customer_service,charge nai vako xaina want exchange,0
60,kaam xoina koi nakinnu hola 16 din mai bigryoo khattam ????????,daraz.com.np,Electronics,1.0,customer_service,kaam xoina koi nakinnu hola din mai bigryoo khattam,0
61,edited after 3 days. last cracking huncha range ne last thori. na kinu hola please,daraz.com.np,Electronics,1.0,product_feedback,edited days last cracking range ne last thori kinu hola please,2
62,"price anusar ko saman dherai ramro xa. good product, good quality and fast delivery. Thanks seller.",daraz.com.np,Electronics,1.0,delivery,price anusar saman dherai ramro good product good quality fast delivery thanks seller,1
63,"The earbuds are not sterio. If you wanted Sterio, this earbuds are not for you . Sound quality is fine . Battery backup is fine . For 1k we can find much better wireless earbuds . Same this earbuds are being sold for around 800 in daraz with brand name and logo changed. 0 stars for seller , no reply , reactions. They just don't care about customer . I bet they will be losing more customer in future because they didn't reply and listen to customers grievances .??",daraz.com.np,Electronics,1.0,customer_service,earbuds not sterio wanted sterio earbuds not sound quality fine battery backup fine 1k can find much better wireless earbuds same earbuds sold around daraz brand name logo changed stars seller no reply reactions just don care customer bet will losing more customer future didn reply listen customers grievances,0
64,mic in this earpods is not working properly . so i want to exchange it,daraz.com.np,Electronics,1.0,customer_service,mic earpods not working properly want exchange,0
65,"the earbuds are bad, the right piece of earbuds isn't charging at all. I suggest going for other alternatives for a slightly high price.",daraz.com.np,Electronics,1.0,product_feedback,earbuds bad right piece earbuds isn charging suggest going alternatives slightly high price,2
66,bela bela ma disconnect vairakhxa charge pni tikdaina,daraz.com.np,Electronics,1.0,product_feedback,bela bela disconnect vairakhxa charge pni tikdaina,2
67,"Mic is not good for these earbuds, and when volume is turned up and down, the sound stops, not for gaming delayed sound, and I don't recommend others to buy these earbuds.",daraz.com.np,Electronics,1.0,product_feedback,mic not good earbuds volume turned sound stops not gaming delayed sound don recommend others buy earbuds,2
68,You can get other best earbuds on this price. Sound quality is soo bad in high volume ????,daraz.com.np,Electronics,1.0,product_feedback,can get best earbuds price sound quality soo bad high volume,2
69,This is very bad product ever non hearing sound with both earbuds and light is also not working in one earbuds please repair my earbuds I want a working earbuds,daraz.com.np,Electronics,1.0,product_feedback,very bad product ever non hearing sound earbuds light also not working one earbuds please repair earbuds want working earbuds,2
70,"The product is satisfactory. Value anushar ko product ramro xa. If you have a low budget and want to feel the music, then go for it. Build quality paisa anushar dherai ramro xa.",daraz.com.np,Electronics,5.0,product_feedback,product satisfactory value anushar product ramro low budget want feel music go build quality paisa anushar dherai ramro,2
71,This product is excellent and its functions and performance is very good. the battery lasts verrryyy long i didn't need to charge it for 2 weeks i use it 1 or 2 hour a day. Its worth the price infact the price can be considered cheaper fo r such quality because it is worth even in bit higher price at the begining it wasn't being charged at all and i was concerned but after contacting the seller he sent me photo to remove the blue sticker below the earpods and then it started to charge the seller responds well and the product is worth it,daraz.com.np,Electronics,5.0,customer_service,product excellent functions performance very good battery lasts verrryyy long didn need charge weeks use hour day worth price infact price can considered cheaper fo quality worth even bit higher price begining wasn charged concerned contacting seller sent photo remove blue sticker earpods started charge seller responds well product worth,0
72,this product is very good . I like most . The sound quality of this ear boards is very nice I want to buy again I feed ?? to this product.,daraz.com.np,Electronics,5.0,product_feedback,product very good like sound quality ear boards very nice want buy again feed product,2
73,"This earbud is actually good it has good base, color combination and looks premium...black is very ordinary nowadays i suggest u to choose white one..everybody comes to your table to watch ur premium earbuds",daraz.com.np,Electronics,5.0,product_feedback,earbud actually good good base color combination looks premium black very ordinary nowadays suggest choose white one everybody comes table watch ur premium earbuds,2
74,yo saman mahela return garna khojeako return vayana aba dakhi daraj bata kahi nakinna nido gareyo,daraz.com.np,Electronics,5.0,customer_service,saman mahela return garna khojeako return vayana aba dakhi daraj kahi nakinna nido gareyo,0
75,The product is very good for it's price as it is comfortable to wear also.,daraz.com.np,Electronics,5.0,product_feedback,product very good price comfortable wear also,2
76,nice product highly recommended thank you so much Daraz app,daraz.com.np,Electronics,5.0,product_feedback,nice product highly recommended thank much daraz app,2
77,Eakdam ramro xa charge ni ramro tikcha Lida hunxa dhukka le??,daraz.com.np,Electronics,5.0,product_feedback,eakdam ramro charge ramro tikcha lida dhukka,2
78,halka base badi xa but yo price range ma yetiko quality and features just wow thanks seller for the great product in online app. courier office(pick and drop) quite better then aramex sabai ramro thiyo yes patak.,daraz.com.np,Electronics,5.0,product_feedback,halka base badi price range yetiko quality features just wow thanks seller great product online app courier office pick drop quite better aramex sabai ramro yes patak,2
79,"its good. satisfied.. sound quality,buds case and box packaging give premium feel.",daraz.com.np,Electronics,5.0,product_feedback,good satisfied sound quality buds case box packaging give premium feel,2
80,"I recently bought these AirPods. Little hard to connect at first, but after trying a few minutes they connected successfully Sound is good, design is nice. Im not sure about battery backup yet. But overall the product looks good for the price happy with my purchase so far",daraz.com.np,Electronics,5.0,product_feedback,recently bought airpods little hard connect first trying minutes connected successfully sound good design nice im not sure battery backup yet overall product looks good price happy purchase far,2
81,absolutely awesome! price ko hiasab ma best quality dinxa packaging pani premium xaa affordable xaaa ??,daraz.com.np,Electronics,5.0,delivery,absolutely awesome price hiasab best quality dinxa packaging premium xaa affordable xaaa,1
82,this product is best for normal used. compare to price,daraz.com.np,Electronics,5.0,product_feedback,product best normal used compare price,2
83,khatra xa Malai ta dherai ramro lagyo saund Pani Dami xa,daraz.com.np,Electronics,5.0,product_feedback,khatra malai dherai ramro lagyo saund dami,2
84,the sound quality was good with this amount the product is quite impressive.. loved it ??,daraz.com.np,Electronics,5.0,product_feedback,sound quality good amount product quite impressive loved,2
85,it's best for movie and song but personally don't recommend for games ...,daraz.com.np,Electronics,5.0,product_feedback,best movie song personally don recommend games,2
86,no 1 quality I really liked this product.Its sound quality is too good ????,daraz.com.np,Electronics,5.0,product_feedback,no quality really liked product sound quality too good,2
87,Ramro xa eti ko price ma kinda ramro sound ni ramro xa multi touch Garda tut tut sound aauxa tyo chai manparena Tara sabai ramro xa,daraz.com.np,Electronics,5.0,product_feedback,ramro eti price kinda ramro sound ramro multi touch garda tut tut sound aauxa chai manparena sabai ramro,2
88,This earbud is just awesome in this price range. I'm Using it since 6 days by charging once l.The battery capacity is lovely. 6 hours on earbuds as company claimed and the case has 25-28 hours thus we can use it 5 times after charging it once.Also the sound quality is superb in this price range.Enc feature is also good . At the rate of 1k you can choose it without any hesitation.,daraz.com.np,Electronics,5.0,product_feedback,earbud just awesome price range using since days charging battery capacity lovely hours earbuds company claimed case hours thus can use times charging also sound quality superb price range enc feature also good rate 1k can choose without hesitation,2
89,data cable ko quality ekdam ramro xa tara yesma USB A pani bhaniye ko xa tara cable ma xaina . useless for me .,daraz.com.np,Electronics,5.0,product_feedback,data cable quality ekdam ramro yesma usb bhaniye cable xaina useless,2
90,Working well . But note the size of lighting pin is small as compaired to regular cables. Charging is best supports fast charging. Iphone users prefer to buy other cable,daraz.com.np,Electronics,5.0,product_feedback,working well note size lighting pin small compaired regular cables charging best supports fast charging iphone users prefer buy cable,2
91,works fine it is easy for me to use both iphone and android in my office.,daraz.com.np,Electronics,5.0,product_feedback,works fine easy use iphone android office,2
92,I like the light in the dark feature,daraz.com.np,Electronics,5.0,product_feedback,like light dark feature,2
93,It's ok. Not very fast but gets the job done.,daraz.com.np,Electronics,5.0,product_feedback,ok not very fast gets job done,2
94,"worst- mero 150 khera gayo. charge vayena. see time difference, charge difference and time left to fully charge. tait",daraz.com.np,Electronics,5.0,product_feedback,worst mero khera gayo charge vayena see time difference charge difference time left fully charge tait,2
95,"Ramro xa,exactly as shown in picture,delivery also fast.",daraz.com.np,Electronics,5.0,delivery,ramro exactly shown picture delivery also fast,1
96,fast charge hudaina ma sanga nothing cmf 1 KO fast charger original charger KO head xa phone Pani nothing cmf 1 ho but yo cable ley charge dhilo hunxa,daraz.com.np,Electronics,5.0,product_feedback,fast charge hudaina sanga nothing cmf fast charger original charger head phone nothing cmf cable ley charge dhilo,2
97,overall nice product but box pack thiyena,daraz.com.np,Electronics,5.0,delivery,overall nice product box pack thiyena,1
98,mi turbo charge not supported...only fast charging,daraz.com.np,Electronics,5.0,product_feedback,mi turbo charge not supported fast charging,2
99,Good delivery ?? good quality.????,daraz.com.np,Electronics,5.0,delivery,good delivery good quality,1
100,"works completely fine and wire quality is good as well, I'll recommend this item to others if willing to take for connecting to the car.",daraz.com.np,Electronics,5.0,product_feedback,works completely fine wire quality good well ll recommend item others willing take connecting car,2
101,Ramro xa charge ni chito hunxa,daraz.com.np,Electronics,5.0,product_feedback,ramro charge chito,2
102,It is genuinely good. I thought it wont work properly or wont charge quickly but it did which shook me and yeah i would recommend it. If you need a good charger try it out cause you wont find charger at this range and its quality is good too.,daraz.com.np,Electronics,5.0,product_feedback,genuinely good thought wont work properly wont charge quickly shook yeah would recommend need good charger try cause wont find charger range quality good too,2
103,it's really very good but delivery took quite a long time,daraz.com.np,Electronics,5.0,delivery,really very good delivery took quite long time,1
104,Ramro cha .. value for money. Works good and delivery was on time. Feel free to purchase,daraz.com.np,Electronics,5.0,product_feedback,ramro value money works good delivery time feel free purchase,2
105,The best Charger iPhone koni Charger xa good,daraz.com.np,Electronics,5.0,product_feedback,best charger iphone koni charger good,2
106,value for money product same as shown in the pitchers,daraz.com.np,Electronics,5.0,product_feedback,value money product same shown pitchers,2
107,nice fabric quality with affordable price,daraz.com.np,Electronics,5.0,product_feedback,nice fabric quality affordable price,2
108,this is my second time I bought this product and as always I am amazed getting this product for this price fully satisfied and I truly recommend to others,daraz.com.np,Electronics,5.0,product_feedback,second time bought product always amazed getting product price fully satisfied truly recommend others,2
109,Awesome product quality is great ??,daraz.com.np,Electronics,5.0,product_feedback,awesome product quality great,2
110,used for more than 10 days tested well but it's the slowest one. so not recommended to buy,daraz.com.np,Electronics,5.0,product_feedback,used more than days tested well slowest one not recommended buy,2
111,Didnt worked as I expected as a fast charger,daraz.com.np,Electronics,4.0,product_feedback,didn worked expected fast charger,2
112,It would be great if it had a type B also??,daraz.com.np,Electronics,4.0,product_feedback,would great type also,2
113,Woh! Creative design. It works well.,daraz.com.np,Electronics,4.0,product_feedback,woh creative design works well,2
114,got a package. and it's quite nice. but it's smaller then expected. still nice quality and still delivery services is poor. took 9 days.. broo that's insane.,daraz.com.np,Electronics,4.0,delivery,got package quite nice smaller expected still nice quality still delivery services poor took days broo insane,1
115,"Works well, lets see how long does it works. deliver was late but still its fine.",daraz.com.np,Electronics,4.0,delivery,works well let see long works deliver late still fine,1
116,Very nice product and cheap ?? I like it. but delivery so long. thank you for daraz .,daraz.com.np,Electronics,4.0,delivery,very nice product cheap like delivery long thank daraz,1
117,thikhaie cha abo use gareasi tha huncha k kasto vnera,daraz.com.np,Electronics,4.0,product_feedback,thikhaie abo use gareasi tha kasto vnera,2
118,Good product. same as shown in figure,daraz.com.np,Electronics,4.0,product_feedback,good product same shown figure,2
119,Ramro xa quality charging testo fast xaina tei ne worth it ??,daraz.com.np,Electronics,4.0,product_feedback,ramro quality charging testo fast xaina tei ne worth,2
120,Ekdam ramro xa fast charge vaeraheko xa,daraz.com.np,Electronics,4.0,product_feedback,ekdam ramro fast charge vaeraheko,2
121,Good quality you should order,daraz.com.np,Electronics,4.0,product_feedback,good quality should order,2
122,ramrai lagyo ahile sammatw ramrari nai charge vairaxa,daraz.com.np,Electronics,4.0,product_feedback,ramrai lagyo ahile sammatw ramrari nai charge vairaxa,2
123,Not so good and not so bad but not fast as shown.considerable with its price,daraz.com.np,Electronics,3.0,product_feedback,not good not bad not fast shown considerable price,2
124,6/7 watt samma matrai charge garchha.,daraz.com.np,Electronics,3.0,product_feedback,watt samma matrai charge garchha,2
125,seem like returned by customer port ma junk chha delivery ni too much slow. I forget I ordered something from it so bad experience ??,daraz.com.np,Electronics,3.0,customer_service,seem like returned customer port junk delivery too much slow forget ordered something bad experience,0
126,thikai cha 80 rs ma ke ni paucha,daraz.com.np,Electronics,3.0,product_feedback,thikai rs paucha,2
127,Its good support fast charging aswell,daraz.com.np,Electronics,3.0,product_feedback,good support fast charging aswell,2
128,"You've sent me defective product. sent you msgs, pls reply and proceed for replacement please.",daraz.com.np,Electronics,1.0,customer_service,ve sent defective product sent msgs pls reply proceed replacement please,0
129,If I could give the review on minus than I would came so late and I tried to contact the dealer never response me upto now and also that wire is worthless didnt charge my phone I had to buy the new one anyway will never buy from this dealer ever again others in Daraz do response everytime this one never and ever,daraz.com.np,Electronics,1.0,customer_service,could give review minus than would came late tried contact dealer never response upto also wire worthless didn charge phone buy new one anyway will never buy dealer ever again others daraz response everytime one never ever,0
130,the seller doesnt reply atall..they send me the damaged product....tyo jun metal ko extra parts xa khi function nai grdaina.,daraz.com.np,Electronics,1.0,customer_service,seller doesnt reply atall send damaged product jun metal extra parts khi function nai grdaina,0
131,"Very worst product. Totally waste of money. Not even packed properly, No bill.",daraz.com.np,Electronics,1.0,delivery,very worst product totally waste money not even packed properly no bill,1
132,This charger is not working in my iOS device I want to return. Its worthless,daraz.com.np,Electronics,5.0,customer_service,charger not working ios device want return worthless,0
133,what have you send me vs what I have order is,daraz.com.np,Electronics,5.0,delivery,send vs order,1
134,Best product according to the price you can buy trust me delivery chai ali chado vako vaya beat hunthiyo,daraz.com.np,Electronics,5.0,delivery,best product according price can buy trust delivery chai ali chado vako vaya beat hunthiyo,1
135,Fast delivery Good quality Better price,daraz.com.np,Electronics,5.0,delivery,fast delivery good quality better price,1
136,"Thank you XAge, Fast deliver. socheko vanda pani dherai ramro lagyo.",daraz.com.np,Electronics,5.0,delivery,thank xage fast deliver socheko vanda dherai ramro lagyo,1
137,Very good product with timely delivery.,daraz.com.np,Electronics,5.0,delivery,very good product timely delivery,1
138,The speaker is very good. The sound quality is good and the FM radio also plays well. The small size is good. The delivery time is very good. I received the goods within 24 hours. Thank you.,daraz.com.np,Electronics,5.0,delivery,speaker very good sound quality good fm radio also plays well small size good delivery time very good received goods within hours thank,1
139,I want to return thiss,daraz.com.np,Electronics,5.0,customer_service,want return thiss,0
140,Mero speaker ma problem thyo on nai vayana hawa jasto yr panding vannya ra aayo last ma cancel rey aaba yo na bajni speaker malai k kam malai change gardina paryo ke refund gardina paryo chat garya ko ni herdina k ho Yesto,daraz.com.np,Electronics,5.0,customer_service,mero speaker problem nai vayana hawa jasto yr panding vannya last cancel rey aaba bajni speaker malai kam malai change gardina paryo refund gardina paryo chat garya herdina yesto,0
141,ramro xa soche ko vanda ni,daraz.com.np,Electronics,5.0,product_feedback,ramro soche vanda,2
142,etiko cheap price ma eti ko product chai is best nice sound quality n bass also have fm,daraz.com.np,Electronics,5.0,product_feedback,etiko cheap price eti product chai best nice sound quality bass also fm,2
143,it's pretty good it has both Bluetooth and Jack connection. The sound quality is also pretty decent sa for the battery life it yo early for me to comment. I'll keep you updated. maby,daraz.com.np,Electronics,5.0,product_feedback,pretty good bluetooth jack connection sound quality also pretty decent sa battery life early comment ll keep updated maby,2
144,thikai xa but Play hours Kam bhayo sounds thikai xa,daraz.com.np,Electronics,5.0,product_feedback,thikai play hours kam sounds thikai,2
145,firta hudeina bhai bekap nai,daraz.com.np,Electronics,4.0,customer_service,firta hudeina bhai bekap nai,0
146,yati kam price ma yati ramro sound vako product paiyo khusi lagyo battery ?? backup pani ramro xa 6to8 hours,daraz.com.np,Electronics,4.0,product_feedback,yati kam price yati ramro sound vako product paiyo khusi lagyo battery backup ramro 6to8 hours,2
147,"over all, It looks nice but aux cable is missing. How can i get it, please suggest.",daraz.com.np,Electronics,4.0,customer_service,looks nice aux cable missing can get please suggest,0
148,product build quality is best for the price sound looks promising and battery far better then expected lets see forther more days for daraz COD is our consumer right so why are you charging extra for that,daraz.com.np,Electronics,4.0,customer_service,product build quality best price sound looks promising battery far better expected lets see forther more days daraz cod consumer right charging extra,0
149,Good quality speaker with light indicator annd good loudness,daraz.com.np,Electronics,4.0,product_feedback,good quality speaker light indicator annd good loudness,2
150,"good that's why dherai agadi dekhi use garirako, but today 1 din dhila vayera compensate garna cute sano cream pani haldinu vayexa thank you secret island??",daraz.com.np,Health and Beauty,5.0,customer_service,good dherai agadi dekhi use garirako today din dhila vayera compensate garna cute sano cream haldinu vayexa thank secret island,0
151,This sunscreen suits me best. My all time fav,daraz.com.np,Health and Beauty,5.0,product_feedback,sunscreen suits best time fav,2
