id,review_text,source,product_category,rating,label
20,"maile ta sab ko review herera magako, padkaunema ramrari packing gareko raicha khusi lagyo dhanyabad/",daraz.com.np,Electronics,4.0,delivery
21,product got well packed let's see how it goes,daraz.com.np,Electronics,4.0,delivery
22,safely arrived and sound quality is good at this price.,daraz.com.np,Electronics,4.0,delivery
23,"It is good, service also good",daraz.com.np,Electronics,4.0,customer_service
24,saman ramro aaipugeko xa yo mero 5 ptak ko order thyo yo pani socheko jastoi xa battery,daraz.com.np,Electronics,4.0,delivery
25,I have received the product and it was fast and also good ?? it working really well I love this ear buds,daraz.com.np,Electronics,4.0,delivery
26,"First of all, the packaging was so good and the product was delivered within 2 days. I feel this good but the left bud doesn't work the same as the right one. The sound on the left bud is slightly lower than the right one. But I will say this is good.",daraz.com.np,Electronics,4.0,delivery
27,Price 879 and delivery free but after buying it cost 952 i am socked,daraz.com.np,Electronics,4.0,customer_service
28,good earbuds but delivery not time,daraz.com.np,Electronics,3.0,delivery
29,"oh my god the delivery took so much time, but the quality of the product is good and also I've been using for some time the sound is unexpectedly good, I recommend anyone if they want to buy it.",daraz.com.np,Electronics,3.0,delivery
30,Product thikai ho tara delivery testo ni hunxa ?? Bato nai xaina jasto garera bolaune tya vanda uta jadaina rey ??complain garda ni kei farak pardaina vanney?? Product ta thikai ho,daraz.com.np,Electronics,3.0,delivery
31,The airpods is very good in sound and performance But delivery is late,daraz.com.np,Electronics,3.0,delivery
32,"You are getting this product in cheaper price so, don't expect higher features, Price is average and product also average. Anyway you can buy it for kaamchalau , & Packaging was perfect as well as the time of delivery was also awesome. overall Average.",daraz.com.np,Electronics,3.0,delivery
33,suruma open Garda right earbud le Kam nai gareko thiyena pheri garyo aba herum kasto hunchha 6 month warranty chha,daraz.com.np,Electronics,3.0,customer_service
34,I think the worst purchase I ever made in daraz. there is crackling sounds and it keeps disconnecting by itself randomly in like every 5 mins. I tried to reach out to them but they are not even responding,daraz.com.np,Electronics,1.0,customer_service
35,this bluetooth was not connected with mobile and not bling the light dual side earbirds i want to refund otherwise you have to exchange this thank you,daraz.com.np,Electronics,1.0,customer_service
36,Name nii dekhaudaina ta connect ta tadai k garne aba,daraz.com.np,Electronics,1.0,customer_service
37,warranty card banayai ko xaena purchase date pani lekhai ko xaen.,daraz.com.np,Electronics,2.0,customer_service
38,Seeing review I purchased this product Tara battery full charge garera rakhda ni automatically drain huni ani 30% bata direct 20 %. So I do really want to return this .,daraz.com.np,Electronics,1.0,customer_service
39,this is good but I guess you should buy according to your ear size because it causes problems in long term pain. and don't even how it's warranty work's,daraz.com.np,Electronics,2.0,customer_service
40,"Maile yo buds kineko 1 mahina mai esko connectivity issue ayo, without any physical damage. Ani maile Greenlife ko customer service ma message gare tesma ni ekdum late response ayo ani seller le 6 months warranty vanya xa but buds ma aauna sakne mostly problem haru warranty ma jo pardaina raixa. Na buds ko cover nai available xa. Sab sell garna ko lagi marketing gimmick raixa",daraz.com.np,Electronics,1.0,customer_service
41,mero euta buds bigreko ayo exchange garnu paro????????????,daraz.com.np,Electronics,2.0,customer_service
42,left side ko ma sound nai ayena k garnu parxa? Return gardinxu ma ta,daraz.com.np,Electronics,2.0,customer_service
43,ear bud is not charging ...how do i return it,daraz.com.np,Electronics,2.0,customer_service
44,last slow delivery from seller to pickpoint.,daraz.com.np,Electronics,1.0,delivery
45,"defect parexa Mero, yo light off nei hunna, always on k always. off garna ni milni Haina refund chaiyo ki arko leraidinu. yo light off na vayera charge ni kati xito sakinxa.",daraz.com.np,Electronics,2.0,customer_service
46,sir only 1 earbud is working i have charged but also not working plzzz exchange,daraz.com.np,Electronics,1.0,customer_service
47,euta earbuds ta chaldaina chalena bigreko pathaunu vako raixa ahile samma yesto saman pareko theana daraz bata magauda first time bigreko parexa . I want to exchange this,daraz.com.np,Electronics,1.0,customer_service
48,yesto koryeko use garyeko pathako first ko left side ko chalyena Ani refund gardinu vanyeko Lina aauney Manche aayena pachi time sakkyo vanyera yesto pathako ??,daraz.com.np,Electronics,1.0,customer_service
49,"sir mero charge garda euta matra batti balcha arko baldaina, right side ma matra sound aaucha",daraz.com.np,Electronics,1.0,product_feedback
50,I got it but only one is working how can I change it ?,daraz.com.np,Electronics,1.0,customer_service
51,it's hurting my ears after using it for more than 20 minutes after 2 weeks of buying it..please improve the silicon buds ??,daraz.com.np,Electronics,2.0,product_feedback
52,Product was working fine and from today I can hear white noise from right bud. No drop no damage I dont know why but I am very disappointed with it. I want replacement of this please.,daraz.com.np,Electronics,1.0,customer_service
53,I order in brown and white but got same two black,daraz.com.np,Electronics,1.0,delivery
54,literally one of the earpods stopped working after 2 weeks. worst experience plus never buying again from daraz . UNINSTALLED.,daraz.com.np,Electronics,1.0,product_feedback
55,"the product is good. i like its design, and i also like its comfort and sound, but it is not charging well it doesn't take charge",daraz.com.np,Electronics,2.0,product_feedback
56,order gare jastai saman chha Ani sound quality pañi ekdam ramro chha thanks daraz.,daraz.com.np,Electronics,1.0,product_feedback
57,Pailo kura right side ko connect huna ekdam time linxa 2nd kura charge nai hunna connect issues xa worst product dont buy this!!,daraz.com.np,Electronics,1.0,product_feedback
58,charge nai tikdainw xya kasto na ramro ho kosai lw nw kinnu hola maile yea sujav dinxu??,daraz.com.np,Electronics,1.0,product_feedback
59,charge nai vako xaina. i want to exchange,daraz.com.np,Electronics,1.0,customer_service
60,kaam xoina koi nakinnu hola 16 din mai bigryoo khattam ????????,daraz.com.np,Electronics,1.0,customer_service
61,edited after 3 days. last cracking huncha range ne last thori. na kinu hola please,daraz.com.np,Electronics,1.0,product_feedback
62,"price anusar ko saman dherai ramro xa. good product, good quality and fast delivery. Thanks seller.",daraz.com.np,Electronics,1.0,delivery
63,"The earbuds are not sterio. If you wanted Sterio, this earbuds are not for you . Sound quality is fine . Battery backup is fine . For 1k we can find much better wireless earbuds . Same this earbuds are being sold for around 800 in daraz with brand name and logo changed. 0 stars for seller , no reply , reactions. They just don't care about customer . I bet they will be losing more customer in future because they didn't reply and listen to customers grievances .??",daraz.com.np,Electronics,1.0,customer_service
64,mic in this earpods is not working properly . so i want to exchange it,daraz.com.np,Electronics,1.0,customer_service
65,"the earbuds are bad, the right piece of earbuds isn't charging at all. I suggest going for other alternatives for a slightly high price.",daraz.com.np,Electronics,1.0,product_feedback
66,bela bela ma disconnect vairakhxa charge pni tikdaina,daraz.com.np,Electronics,1.0,product_feedback
67,"Mic is not good for these earbuds, and when volume is turned up and down, the sound stops, not for gaming delayed sound, and I don't recommend others to buy these earbuds.",daraz.com.np,Electronics,1.0,product_feedback
68,You can get other best earbuds on this price. Sound quality is soo bad in high volume ????,daraz.com.np,Electronics,1.0,product_feedback
69,This is very bad product ever non hearing sound with both earbuds and light is also not working in one earbuds please repair my earbuds I want a working earbuds,daraz.com.np,Electronics,1.0,product_feedback
70,"The product is satisfactory. Value anushar ko product ramro xa. If you have a low budget and want to feel the music, then go for it. Build quality paisa anushar dherai ramro xa.",daraz.com.np,Electronics,5.0,product_feedback
71,This product is excellent and its functions and performance is very good. the battery lasts verrryyy long i didn't need to charge it for 2 weeks i use it 1 or 2 hour a day. Its worth the price infact the price can be considered cheaper fo r such quality because it is worth even in bit higher price at the begining it wasn't being charged at all and i was concerned but after contacting the seller he sent me photo to remove the blue sticker below the earpods and then it started to charge the seller responds well and the product is worth it,daraz.com.np,Electronics,5.0,customer_service
72,this product is very good . I like most . The sound quality of this ear boards is very nice I want to buy again I feed ?? to this product.,daraz.com.np,Electronics,5.0,product_feedback
73,"This earbud is actually good it has good base, color combination and looks premium...black is very ordinary nowadays i suggest u to choose white one..everybody comes to your table to watch ur premium earbuds",daraz.com.np,Electronics,5.0,product_feedback
74,yo saman mahela return garna khojeako return vayana aba dakhi daraj bata kahi nakinna nido gareyo,daraz.com.np,Electronics,5.0,customer_service
75,The product is very good for it's price as it is comfortable to wear also.,daraz.com.np,Electronics,5.0,product_feedback
76,nice product highly recommended thank you so much Daraz app,daraz.com.np,Electronics,5.0,product_feedback
77,Eakdam ramro xa charge ni ramro tikcha Lida hunxa dhukka le??,daraz.com.np,Electronics,5.0,product_feedback
78,halka base badi xa but yo price range ma yetiko quality and features just wow thanks seller for the great product in online app. courier office(pick and drop) quite better then aramex sabai ramro thiyo yes patak.,daraz.com.np,Electronics,5.0,product_feedback
79,"its good. satisfied.. sound quality,buds case and box packaging give premium feel.",daraz.com.np,Electronics,5.0,product_feedback
80,"I recently bought these AirPods. Little hard to connect at first, but after trying a few minutes they connected successfully Sound is good, design is nice. Im not sure about battery backup yet. But overall the product looks good for the price happy with my purchase so far",daraz.com.np,Electronics,5.0,product_feedback
81,absolutely awesome! price ko hiasab ma best quality dinxa packaging pani premium xaa affordable xaaa ??,daraz.com.np,Electronics,5.0,delivery
82,this product is best for normal used. compare to price,daraz.com.np,Electronics,5.0,product_feedback
83,khatra xa Malai ta dherai ramro lagyo saund Pani Dami xa,daraz.com.np,Electronics,5.0,product_feedback
84,the sound quality was good with this amount the product is quite impressive.. loved it ??,daraz.com.np,Electronics,5.0,product_feedback
85,it's best for movie and song but personally don't recommend for games ...,daraz.com.np,Electronics,5.0,product_feedback
86,no 1 quality I really liked this product.Its sound quality is too good ????,daraz.com.np,Electronics,5.0,product_feedback
87,Ramro xa eti ko price ma kinda ramro sound ni ramro xa multi touch Garda tut tut sound aauxa tyo chai manparena Tara sabai ramro xa,daraz.com.np,Electronics,5.0,product_feedback
88,This earbud is just awesome in this price range. I'm Using it since 6 days by charging once l.The battery capacity is lovely. 6 hours on earbuds as company claimed and the case has 25-28 hours thus we can use it 5 times after charging it once.Also the sound quality is superb in this price range.Enc feature is also good . At the rate of 1k you can choose it without any hesitation.,daraz.com.np,Electronics,5.0,product_feedback
89,data cable ko quality ekdam ramro xa tara yesma USB A pani bhaniye ko xa tara cable ma xaina . useless for me .,daraz.com.np,Electronics,5.0,product_feedback
90,Working well . But note the size of lighting pin is small as compaired to regular cables. Charging is best supports fast charging. Iphone users prefer to buy other cable,daraz.com.np,Electronics,5.0,product_feedback
91,works fine it is easy for me to use both iphone and android in my office.,daraz.com.np,Electronics,5.0,product_feedback
92,I like the light in the dark feature,daraz.com.np,Electronics,5.0,product_feedback
93,It's ok. Not very fast but gets the job done.,daraz.com.np,Electronics,5.0,product_feedback
94,"worst- mero 150 khera gayo. charge vayena. see time difference, charge difference and time left to fully charge. tait",daraz.com.np,Electronics,5.0,product_feedback
95,"Ramro xa,exactly as shown in picture,delivery also fast.",daraz.com.np,Electronics,5.0,delivery
96,fast charge hudaina ma sanga nothing cmf 1 KO fast charger original charger KO head xa phone Pani nothing cmf 1 ho but yo cable ley charge dhilo hunxa,daraz.com.np,Electronics,5.0,product_feedback
97,overall nice product but box pack thiyena,daraz.com.np,Electronics,5.0,delivery
98,mi turbo charge not supported...only fast charging,daraz.com.np,Electronics,5.0,product_feedback
99,Good delivery ?? good quality.????,daraz.com.np,Electronics,5.0,delivery
100,"works completely fine and wire quality is good as well, I'll recommend this item to others if willing to take for connecting to the car.",daraz.com.np,Electronics,5.0,product_feedback
101,Ramro xa charge ni chito hunxa,daraz.com.np,Electronics,5.0,product_feedback
102,It is genuinely good. I thought it wont work properly or wont charge quickly but it did which shook me and yeah i would recommend it. If you need a good charger try it out cause you wont find charger at this range and its quality is good too.,daraz.com.np,Electronics,5.0,product_feedback
103,it's really very good but delivery took quite a long time,daraz.com.np,Electronics,5.0,delivery
104,Ramro cha .. value for money. Works good and delivery was on time. Feel free to purchase,daraz.com.np,Electronics,5.0,product_feedback
105,The best Charger iPhone koni Charger xa good,daraz.com.np,Electronics,5.0,product_feedback
106,value for money product same as shown in the pitchers,daraz.com.np,Electronics,5.0,product_feedback
107,nice fabric quality with affordable price,daraz.com.np,Electronics,5.0,product_feedback
108,this is my second time I bought this product and as always I am amazed getting this product for this price fully satisfied and I truly recommend to others,daraz.com.np,Electronics,5.0,product_feedback
109,Awesome product quality is great ??,daraz.com.np,Electronics,5.0,product_feedback
110,used for more than 10 days tested well but it's the slowest one. so not recommended to buy,daraz.com.np,Electronics,5.0,product_feedback
111,Didnt worked as I expected as a fast charger,daraz.com.np,Electronics,4.0,product_feedback
112,It would be great if it had a type B also??,daraz.com.np,Electronics,4.0,product_feedback
113,Woh! Creative design. It works well.,daraz.com.np,Electronics,4.0,product_feedback
114,got a package. and it's quite nice. but it's smaller then expected. still nice quality and still delivery services is poor. took 9 days.. broo that's insane.,daraz.com.np,Electronics,4.0,delivery
115,"Works well, lets see how long does it works. deliver was late but still its fine.",daraz.com.np,Electronics,4.0,delivery
116,Very nice product and cheap ?? I like it. but delivery so long. thank you for daraz .,daraz.com.np,Electronics,4.0,delivery
117,thikhaie cha abo use gareasi tha huncha k kasto vnera,daraz.com.np,Electronics,4.0,product_feedback
118,Good product. same as shown in figure,daraz.com.np,Electronics,4.0,product_feedback
119,Ramro xa quality charging testo fast xaina tei ne worth it ??,daraz.com.np,Electronics,4.0,product_feedback
120,Ekdam ramro xa fast charge vaeraheko xa,daraz.com.np,Electronics,4.0,product_feedback
121,Good quality you should order,daraz.com.np,Electronics,4.0,product_feedback
122,ramrai lagyo ahile sammatw ramrari nai charge vairaxa,daraz.com.np,Electronics,4.0,product_feedback
123,Not so good and not so bad but not fast as shown.considerable with its price,daraz.com.np,Electronics,3.0,product_feedback
124,6/7 watt samma matrai charge garchha.,daraz.com.np,Electronics,3.0,product_feedback
125,seem like returned by customer port ma junk chha delivery ni too much slow. I forget I ordered something from it so bad experience ??,daraz.com.np,Electronics,3.0,customer_service
126,thikai cha 80 rs ma ke ni paucha,daraz.com.np,Electronics,3.0,product_feedback
127,Its good support fast charging aswell,daraz.com.np,Electronics,3.0,product_feedback
128,"You've sent me defective product. sent you msgs, pls reply and proceed for replacement please.",daraz.com.np,Electronics,1.0,customer_service
129,If I could give the review on minus than I would came so late and I tried to contact the dealer never response me upto now and also that wire is worthless didnt charge my phone I had to buy the new one anyway will never buy from this dealer ever again others in Daraz do response everytime this one never and ever,daraz.com.np,Electronics,1.0,customer_service
130,the seller doesnt reply atall..they send me the damaged product....tyo jun metal ko extra parts xa khi function nai grdaina.,daraz.com.np,Electronics,1.0,customer_service
131,"Very worst product. Totally waste of money. Not even packed properly, No bill.",daraz.com.np,Electronics,1.0,delivery
132,This charger is not working in my iOS device I want to return. Its worthless,daraz.com.np,Electronics,5.0,customer_service
133,what have you send me vs what I have order is,daraz.com.np,Electronics,5.0,delivery
134,Best product according to the price you can buy trust me delivery chai ali chado vako vaya beat hunthiyo,daraz.com.np,Electronics,5.0,delivery
135,Fast delivery Good quality Better price,daraz.com.np,Electronics,5.0,delivery
136,"Thank you XAge, Fast deliver. socheko vanda pani dherai ramro lagyo.",daraz.com.np,Electronics,5.0,delivery
137,Very good product with timely delivery.,daraz.com.np,Electronics,5.0,delivery
138,The speaker is very good. The sound quality is good and the FM radio also plays well. The small size is good. The delivery time is very good. I received the goods within 24 hours. Thank you.,daraz.com.np,Electronics,5.0,delivery
139,I want to return thiss,daraz.com.np,Electronics,5.0,customer_service
140,Mero speaker ma problem thyo on nai vayana hawa jasto yr panding vannya ra aayo last ma cancel rey aaba yo na bajni speaker malai k kam malai change gardina paryo ke refund gardina paryo chat garya ko ni herdina k ho Yesto,daraz.com.np,Electronics,5.0,customer_service
141,ramro xa soche ko vanda ni,daraz.com.np,Electronics,5.0,product_feedback
142,etiko cheap price ma eti ko product chai is best nice sound quality n bass also have fm,daraz.com.np,Electronics,5.0,product_feedback
143,it's pretty good it has both Bluetooth and Jack connection. The sound quality is also pretty decent sa for the battery life it yo early for me to comment. I'll keep you updated. maby,daraz.com.np,Electronics,5.0,product_feedback
144,thikai xa but Play hours Kam bhayo sounds thikai xa,daraz.com.np,Electronics,5.0,product_feedback
145,firta hudeina bhai bekap nai,daraz.com.np,Electronics,4.0,customer_service
146,yati kam price ma yati ramro sound vako product paiyo khusi lagyo battery ?? backup pani ramro xa 6to8 hours,daraz.com.np,Electronics,4.0,product_feedback
147,"over all, It looks nice but aux cable is missing. How can i get it, please suggest.",daraz.com.np,Electronics,4.0,customer_service
148,product build quality is best for the price sound looks promising and battery far better then expected lets see forther more days for daraz COD is our consumer right so why are you charging extra for that,daraz.com.np,Electronics,4.0,customer_service
149,Good quality speaker with light indicator annd good loudness,daraz.com.np,Electronics,4.0,product_feedback
150,"good that's why dherai agadi dekhi use garirako, but today 1 din dhila vayera compensate garna cute sano cream pani haldinu vayexa thank you secret island??",daraz.com.np,Health and Beauty,5.0,customer_service
151,This sunscreen suits me best. My all time fav,daraz.com.np,Health and Beauty,5.0,product_feedback
152,Good product I used it daily and the result is satisfactory with the price.,daraz.com.np,Health and Beauty,5.0,product_feedback
153,the product was good.. didn't leave any white cast.,daraz.com.np,Health and Beauty,5.0,product_feedback
154,He didn't to my location to deliver the product i have to walk 2 km away to take product and k hoo thyo boli most bad reviews i have giving to to daraz. I will never ever anything from daraz ??????????????????,daraz.com.np,Health and Beauty,5.0,delivery
155,product ramaro Nai hola hijo pugeko xa,daraz.com.np,Health and Beauty,5.0,product_feedback
156,The best. Gives white cast but I have no issues with it. Very moisturizing as well.,daraz.com.np,Health and Beauty,5.0,product_feedback
157,This is my 4th time using this sunscreen it is really good unsticky and blend easily in my skin. It last long than other sunscream??,daraz.com.np,Health and Beauty,4.0,product_feedback
158,It seems like a copy because the secret island sunscreen and this is slightly different even if the packaging is same.,daraz.com.np,Health and Beauty,4.0,product_feedback
159,Its all depended on the individual skin texture. Most of my friends use dr.jk sunscreen and they really like it.,daraz.com.np,Health and Beauty,4.0,product_feedback
160,"It's a good spf 50 sunscreen with PA+++ which is enough for 30 minutes of sun exposure. For example, while commuting to work in the morning! Yadi mukh ma halka white cast pani mann pardaina bhane as body sunscreen use garna lai perfect chha. There's 200 ml of product which is enough for the price and quality. Also, 2027 samma ko date bhayeko piece dinu bhayeko ma thankyou, Secret Island!",daraz.com.np,Health and Beauty,4.0,product_feedback
161,Not that great for Terai summers but I find it perfect for winters. Works well!,daraz.com.np,Health and Beauty,4.0,product_feedback
162,was not for my acne prone skin,daraz.com.np,Health and Beauty,4.0,product_feedback
163,Support reply nai aaudaina.,daraz.com.np,Electronics,1.0,customer_service
164,Refund aayena customer service bad.,daraz.com.np,Fashion,2.0,customer_service
165,Call uthaudaina order issue cha.,daraz.com.np,Home & Kitchen,1.0,customer_service
166,Delivery delay support slow.,daraz.com.np,Mobile Accessories,3.0,customer_service
167,Return pickup nai aaudaina.,daraz.com.np,Beauty & Personal Care,2.0,customer_service
168,Maile call gareko tara reply chaina.,daraz.com.np,Sports & Outdoors,1.0,customer_service
169,Refund process ma dherai time lagyo.,daraz.com.np,Books & Stationery,4.0,customer_service
170,Customer care le ignore gardai cha.,daraz.com.np,Health & Wellness,2.0,customer_service
171,Order cancel garna mildaina.,daraz.com.np,Groceries,1.0,customer_service
172,Support team helpful chaina.,daraz.com.np,Automotive,3.0,customer_service
173,Maile damaged item return gareko tara support le approve nai gardaina ra paisa pani aayeko chaina yo service k ho?,daraz.com.np,Electronics,1.0,customer_service
174,Refund ko lagi form bhareko 10 din bhayo tara koi response aaudaina customer service number busy matra huncha.,daraz.com.np,Fashion,2.0,customer_service
175,Delivery boy le item nai liyera gayo maile support lai complain gareko tara action nai chaina.,daraz.com.np,Home & Kitchen,1.0,customer_service
176,Maile tracking check garda error aauxa support lai call gare tara busy matra huncha.,daraz.com.np,Mobile Accessories,3.0,customer_service
177,Order ma wrong product aayo exchange ko lagi apply gareko tara customer service le ignore gardai cha.,daraz.com.np,Beauty & Personal Care,2.0,customer_service
178,Customer service agent le ramro help garyo tara process dherai slow cha.,daraz.com.np,Sports & Outdoors,4.0,customer_service
179,Maile return label download gareko tara courier le accept gardaina support help chahiyo.,daraz.com.np,Books & Stationery,2.0,customer_service
180,Paisa refund garne bhanera wait gare tara aayeko chaina support sanga kura garna mildaina.,daraz.com.np,Health & Wellness,1.0,customer_service
181,Delivery delay bhayo maile support chat ma kura gare tara uniharule immediate action linu bhanyo.,daraz.com.np,Groceries,3.0,customer_service
182,Maile phone order gareko tara battery issue aayo return ko lagi support lai message pathaeko tara reply aaudaina.,daraz.com.np,Automotive,2.0,customer_service
183,Refund nai aayeko chaina support bad.,daraz.com.np,Electronics,1.0,customer_service
184,Call ma wait dherai bhayo tara finally approve bhayo.,daraz.com.np,Fashion,3.0,customer_service
185,Product damaged aayo support le ignore garyo.,daraz.com.np,Home & Kitchen,1.0,customer_service
186,Maile order cancel request pathaeko 5 din bhayo tara status change nai bhako chaina.,daraz.com.np,Mobile Accessories,2.0,customer_service
187,Support chat ma agent le polite sanga sabai solve garyo thank you.,daraz.com.np,Beauty & Personal Care,5.0,customer_service
188,Refund amount kam aayo maile complain gareko tara extra paisa pathauna bhanyo.,daraz.com.np,Sports & Outdoors,4.0,customer_service
189,Maile laptop order gareko tara issue aayo support sanga kura garda nai thik bhayo.,daraz.com.np,Books & Stationery,3.0,customer_service
190,Delivery time exceed bhayo maile complain gareko support le compensation diyeko.,daraz.com.np,Health & Wellness,4.0,customer_service
191,Return pickup ma delay bhayo customer care agent le follow up garyo.,daraz.com.np,Groceries,2.0,customer_service
192,Customer service ko response dherai slow cha maile 4 patak message pathaeko tara reply aaudaina.,daraz.com.np,Automotive,1.0,customer_service
193,Support bad refund delay.,daraz.com.np,Electronics,1.0,customer_service
194,Maile earphone order gareko tara sound nai chaina refund process ma support help chahiyo.,daraz.com.np,Fashion,2.0,customer_service
195,Order cancel bhayeko tara paisa refund nai aayeko chaina support team lai notify gareko.,daraz.com.np,Home & Kitchen,1.0,customer_service
196,Product missing aayo maile support chat ma report gare tara uniharule reship garyo.,daraz.com.np,Mobile Accessories,4.0,customer_service
197,Maile tshirt order gareko tara size wrong aayo exchange ko lagi customer service contact gareko.,daraz.com.np,Beauty & Personal Care,2.0,customer_service
198,Payment fail bhayo tara order place bhayo support lai call garda paisa refund bhayo.,daraz.com.np,Sports & Outdoors,3.0,customer_service
199,Delivery boy le item damage gareko re support le new one pathauna promise garyo.,daraz.com.np,Books & Stationery,2.0,customer_service
200,Return request reject bhayo kina hola customer care sanga reason sodhna paryo.,daraz.com.np,Health & Wellness,1.0,customer_service
201,Maile watch order gareko tara chain break bhayo refund ko lagi apply gareko.,daraz.com.np,Groceries,3.0,customer_service
202,Customer service le night time ma ni reply diyeko thank you daraz team.,daraz.com.np,Automotive,5.0,customer_service
203,Refund aayena call uthaudaina.,daraz.com.np,Electronics,1.0,customer_service
204,Order status update nai aaudaina support chat ma kura garda thik update aayo.,daraz.com.np,Fashion,4.0,customer_service
205,Refund process complete bhayo tara bank ma delay bhayo customer care le explain garyo.,daraz.com.np,Home & Kitchen,3.0,customer_service
206,Wrong color aayo maile return pathaeko support le fast approve garyo.,daraz.com.np,Mobile Accessories,5.0,customer_service
207,Maile shoe order gareko tara quality issue aayo maile complain gare support le refund diyeko.,daraz.com.np,Beauty & Personal Care,2.0,customer_service
208,Cancellation request ma 1 week lagyo customer service agent le sorry bhanyo.,daraz.com.np,Sports & Outdoors,1.0,customer_service
209,Product late aayo maile support ma message pathaeko uniharule discount coupon diyeko.,daraz.com.np,Books & Stationery,4.0,customer_service
210,Return label generate garna mildaina support team sanga kura garna paryo.,daraz.com.np,Health & Wellness,2.0,customer_service
211,Maile bag order gareko tara zip broken cha refund process start gareko.,daraz.com.np,Groceries,1.0,customer_service
212,Customer care le Nepali ma ni ramro help garyo maile appreciate garchu.,daraz.com.np,Automotive,5.0,customer_service
213,Support slow refund nai aayena.,daraz.com.np,Electronics,1.0,customer_service
214,Order ma extra charge aayo support lai report gare tara paisa back aayo.,daraz.com.np,Fashion,3.0,customer_service
215,Delivery fail bhayo maile reschedule request pathaeko support le help garyo.,daraz.com.np,Home & Kitchen,4.0,customer_service
216,Refund ma tax deduct bhayo kina customer service sanga clear garna paryo.,daraz.com.np,Mobile Accessories,2.0,customer_service
217,Daraz ko service ma ma khusi chu sabai issue solve bhayo.,daraz.com.np,Beauty & Personal Care,5.0,customer_service
218,Maile mobile cover order gareko tara color change aayo exchange ko lagi contact gareko.,daraz.com.np,Sports & Outdoors,2.0,customer_service
219,Payment gateway issue bhayo support team le manual refund process garyo.,daraz.com.np,Books & Stationery,3.0,customer_service
220,Item lost in transit re customer care le full refund diyeko.,daraz.com.np,Health & Wellness,4.0,customer_service
221,Return pickup date change bhayo maile support lai call gare thik bhayo.,daraz.com.np,Groceries,3.0,customer_service
222,Maile headphone order gareko tara mic nai chaina complaint gareko support le replace garyo.,daraz.com.np,Automotive,2.0,customer_service
223,Reply chaina service bad.,daraz.com.np,Electronics,1.0,customer_service
224,Customer service response dherai helpful cha maile dherai patak use gareko.,daraz.com.np,Fashion,5.0,customer_service
225,Order cancel gare tara confirmation nai aayeko chaina support sanga follow up gareko.,daraz.com.np,Home & Kitchen,2.0,customer_service
226,Damaged package aayo maile photo upload gare support le immediate action liyo.,daraz.com.np,Mobile Accessories,4.0,customer_service
227,Refund timeline dherai lamo cha customer care le update diyeko.,daraz.com.np,Beauty & Personal Care,3.0,customer_service
228,Daraz team le customer service ma dherai ramro garcha.,daraz.com.np,Sports & Outdoors,5.0,customer_service
229,Maile kurta order gareko tara fitting nai chaina return request pathaeko.,daraz.com.np,Books & Stationery,2.0,customer_service
