id,review_text,source,product_category,item_id,item_title,rating,buyer_name,review_date,label
12,"A very good earbuds at this price, very less latency and a with a perfect and balanced bass, you can buy it if you want a earbuds under 1000 or 1200, The noise Cancellation is not that much but still it offers a good balance of noise Cancellation, battery, design, fit and sound! 
you deserve full 5 star rating!!",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Niraj Singh,4 days ago,
13,price anusar ramrai xa love it❤️,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Sahil deula,4 days ago,
14,nice ears buds nice quality fast delivery,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,9***9,5 days ago,
15,satisfied with this product,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,deepsonadhikari11,5 days ago,
16,This is best quality.. sounds good.. and battery back very nice . please purchase all my friends.. thanks for green life experiences item,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Chandan Kumar,5 days ago,
17,Got the product but left side ko le kaam grdaina i need a return please,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Pardeep,5 days ago,
18,Such a beautiful product with amazing sound 😍I love it'❤️,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,ukc759800,5 days ago,
19,best product,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,gokulgautam,5 days ago,
20,arrived in good condition. i like the way you give extra instruction to remove the plastic cover as it was blocking the bud from charging . the sound quality is also good . satisfied with the product,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Bibek,6 days ago,
21,Best ❤️‍🩹,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Balaram Acharya,6 days ago,
22,great packaging. time on delivery good colour,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,cdrypradeep61,6 days ago,
23,SABAII WORKING KAI NARAMRO XAINA RAMRO LAGO SOUND BOOM BOOM XA DAMIII LAGO,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,s3477594,6 days ago,
24,it's the best 👌,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,pasangsyangtan321,6 days ago,
25,This product is best. Sound quality of this is best and and it is very louder my favorite product this is you can buy this product without any hesitation packaging is also best no damage no problem it is not loose in ear it fit tightly in ear,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,jitendrasag3,1 week ago,
26,Ramroo nei xaaa sound ni clear aauxa affordable pani ramro panii,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,raiangel063,1 week ago,
27,sound quality is awesome. Coming in affordable price.,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,s***6,1 week ago,
28,satisfied,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,lalitshrestha515,1 week ago,
29,It's really good. Sound bass is Nice. Better product then Expected thanks.,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,9***5,1 week ago,
30,very nice product. it's sounds is really good according to it's price. size is also perfect.,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,adddit,1 week ago,
31,very good for the price and the sound is assuming.,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,s***4,1 week ago,
32,👋👋Come and Join Daraz Freebie to win a FREE Samsung Refrigerator and many more exciting prizes! 😀🎁🎁 | https://s.daraz.com.np/s.ZabVK,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,samirrajbanshi125,1 week ago,
33,"I receive Green Airbeat -520  Mic ENC , it's Best Product thank you Daraz for your quick deliver. thank you",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,sonik9808487071,1 week ago,
34,"sound is so good 💯💯 
battery life is so good 💯💯 
but use some times not like premium 😕",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,m***8,1 week ago,
35,Best Quality,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,aryalmandip80,1 week ago,
36,good product xuhxhxjcjckvkvj jcjcj j,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,9***1,1 week ago,
37,"Price anusar ekdam thik xa, anc chai ramro raina raxa baki sound quality ekdam ramro xa",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,sedhaidarshan,2 weeks ago,
38,excellent product this is my second purchase.....,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Third-Party-User,2 weeks ago,
39,एक दम राम्रो छ।,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,9***9,2 weeks ago,
40,"good product , timely delivered",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,9***9,2 weeks ago,
41,it is nice and quality product. Specially at affordable price,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,ghimireroman697,2 weeks ago,
42,good product,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,aryalmandip80,2 weeks ago,
43,Good earbuds. Works excellent....,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,G***e,2 weeks ago,
44,quality is very good it's a right choice to buy this product according to money! ❤️,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,9***7,2 weeks ago,
45,"amazing product
lasts for 10 hours at medium volume",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Bibek Pokhrel,2 weeks ago,
46,goodhdhhdh,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,r***1,2 weeks ago,
47,it's really good. specially according to price i highly recommend it.,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,adddit,2 weeks ago,
48,"the buds look and work fabulous ,the base is op ,been using for 5 days and the battery life is unbelievable  I mean I haven't charged the case in like 2 and a half days still haven't had to charge it the buds also have amazing battery life looks stylish and best part is got it for 345 rs only cause of offer and voucher 👌👌👌",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Shuvam Darji,2 weeks ago,
49,ramro xa...!!!,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,tnira527,3 weeks ago,
50,Good,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Nirab Shrestha,3 weeks ago,
51,Sexy quality as i expected Babal xah product guys charge haldai xuh ❤️,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,T***r,3 weeks ago,
52,👋👋Come and Join Daraz Freebie to win a FREE Teddy Bear Stuffed Toy (Small) and many more exciting prizes! 😀🎁🎁 | https://s.daraz.com.np/s.zN1M,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,ankeetanpn890,3 weeks ago,
53,"Beautiful colors. Got exactly what i ordered. Impressive battery life and exceptional build quality. The hinge is a little weak but since the case is only for charging, it is not a big problem. The most impressive design is the tapping spots on the side of the earbud which is textured to find more easily and be more responsive. The sound is crisp and clear. Overall an extremely well-made product",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,S***t,3 weeks ago,
54,first time molai daraz bata order gereko saman mon paro,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,dd7232091,3 weeks ago,
55,"very bad experience.One side connect but another disconnected.Both side is not working.only one side is connected.
Box open garda one side ma light balxa arko ma baldaina.
very very bad and worst experience.

plz don't buy it.😭",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,prabeshlite,3 weeks ago,
56,"My first earbuds from my own money and it turned out very good, delivery was so fast. I am very satisfied.",daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,rozalinsen,3 weeks ago,
57,ordered a month ago. still best for backup,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,a***9,3 weeks ago,
58,best,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,9***3,3 weeks ago,
59,wow its extremly good better then though and so suitable price prefear to buy everybody,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,5,Bijay Thapa,3 weeks ago,
60,gd,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,T***r,5 hours ago,
61,nice product packing garne tarika  dherai ramro lagyo  and delivery ni xitai vayo if koi ninne sochma hunu hunxa vane kinda hunxa hai price anusar product ramrai xa 🙏,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,amritlamgade46,6 days ago,
62,rambro nai xa,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,9***3,6 days ago,
63,Go for it over all nice one.. Well packed,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,u***t,1 week ago,
64,good,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,Nishan balami,1 week ago,
65,perfectly nice the sound qualtiy and build quality is also nice i like this product.,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,krishna parajuli,2 weeks ago,
66,Finally i got a product which i searching for. Thanks to daraz.,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,s***6,2 weeks ago,
67,I got it in 2 days. very satisfied with the product,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,a***4,3 weeks ago,
68,product dherai ramro xa maile ahile samma 10.to 12 wota order garera bechisakeko xu ahile samma khasai problem aako xoina hjr haru pani lina khojdai hununxa vane kun lim vandai sochdai hununxa vane aba dherai nasochnus yahi lida ramro price pani sasto product pani ramro aajai order garnuhos) feri yati vanirahada kasaile review herera poisa tirera review rakheko pani vanne manxeko kami hudaina tara yo mahile liyara adhyan garera chalayara matra vaneko ho hai,daraz.com.np,Electronics,164940388,Green Airbeat-520 Dual Mic ENC Earbuds | Modern  Sleek Design With Textured Lines For Premium Feel | 30 Hours Of Playtime | IPX4 Rated |  Dual Mic | 6 Hours Of Single Playtime | 13mm Driver | Type-c Charging | Wireless Version 5.4 | 6 Months Warranty,4,9***4,3 weeks ago,
